Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Realme,Realme 9,2022,90252,25397
Motorola,Moto E40,2018,118194,7809
Apple,iPhone 13,2023,67038,30534
Realme,Realme Narzo 50,2022,119142,38491
OnePlus,OnePlus 8,2018,70154,2745
Nokia,Nokia G20,2021,119593,22016
Realme,Realme 8,2019,104420,10011
Oppo,Oppo F21,2021,23995,3910
Oppo,Oppo F19,2020,80917,13939
OnePlus,OnePlus Nord,2020,113411,14281
Realme,Realme 9,2018,125935,9860
Realme,Realme 8,2021,34046,9021
Apple,iPhone 14,2021,66643,12387
Apple,iPhone 14,2019,76045,8386
Motorola,Moto E40,2020,92407,11530
Samsung,Galaxy A52,2018,28146,2082
Xiaomi,Redmi Note 11,2018,126106,5238
Realme,Realme 9,2020,81628,10956
Apple,iPhone 13,2024,57143,38659
Vivo,Vivo V20,2024,62295,43656
Oppo,Oppo Reno 6,2023,127027,59335
Apple,iPhone 14,2022,36344,8255
Xiaomi,Redmi Note 11,2021,80100,14425
Nokia,Nokia 7.2,2022,119654,35203
Nokia,Nokia 7.2,2023,99870,44297
Realme,Realme 8,2023,32719,15598
Motorola,Moto Edge 20,2024,12129,10623
Samsung,Galaxy S20,2018,17457,3369
Motorola,Moto E40,2024,94392,60940
Apple,iPhone 11,2021,16240,5948
OnePlus,OnePlus 10R,2019,22466,2469
OnePlus,OnePlus 9,2018,118916,7251
Realme,Realme Narzo 50,2024,119162,78684
Motorola,Moto G71,2023,111401,51146
OnePlus,OnePlus Nord,2024,58202,37051
Realme,Realme 8,2023,107818,49715
Oppo,Oppo A53,2020,70293,11843
OnePlus,OnePlus 8,2023,72672,29924
Xiaomi,Redmi Note 11,2018,90234,2771
Apple,iPhone 14,2020,116637,14308
OnePlus,OnePlus Nord,2023,39111,19236
OnePlus,OnePlus 9,2019,128738,12281
Realme,Realme 8,2022,74089,20375
Motorola,Moto Edge 20,2024,11088,8906
Oppo,Oppo F19,2023,38489,17630
OnePlus,OnePlus 8,2021,97593,18126
Vivo,Vivo Y20,2021,83339,19160
Apple,iPhone 13,2019,32508,3069
Vivo,Vivo V21,2023,17068,10593
Apple,iPhone 13,2019,72684,8336
Realme,Realme GT,2018,51744,3324
Oppo,Oppo F19,2023,63208,29419
OnePlus,OnePlus 8,2018,9060,3365
Oppo,Oppo F21,2019,104067,11632
Oppo,Oppo F21,2021,47671,11120
Nokia,Nokia 7.2,2023,28217,12745
Nokia,Nokia 5.4,2021,111339,22713
Motorola,Moto E40,2019,117739,10219
Nokia,Nokia 7.2,2018,109352,7787
Realme,Realme GT,2021,58334,11242
Vivo,Vivo X60,2022,48707,14968
Xiaomi,Redmi Note 11,2020,51166,8209
Nokia,Nokia G20,2023,98355,43928
Vivo,Vivo V21,2023,7905,2012
Oppo,Oppo F19,2020,103762,11394
Samsung,Galaxy S22,2019,103220,10308
Apple,iPhone 11,2022,113834,32214
Samsung,Galaxy S22,2022,37855,11105
Vivo,Vivo V20,2024,10943,4628
Apple,iPhone 12,2019,92297,9604
Oppo,Oppo A53,2022,24718,8712
Motorola,Moto G60,2018,9272,1049
Motorola,Moto G60,2022,8955,3886
Vivo,Vivo V20,2024,101402,68163
Apple,iPhone 11,2023,57548,25658
Samsung,Galaxy S21,2019,75857,7664
Oppo,Oppo Reno 6,2020,56482,9193
Oppo,Oppo F19,2018,71179,4320
Realme,Realme 9,2024,120610,83011
Apple,iPhone 12,2021,114489,24098
Vivo,Vivo Y20,2021,85007,16142
Vivo,Vivo X60,2019,32747,5417
Realme,Realme Narzo 50,2020,127088,17225
Samsung,Galaxy A52,2019,120131,11460
Nokia,Nokia 5.4,2023,124295,56850
Vivo,Vivo X60,2023,21705,12041
Vivo,Vivo X60,2019,37151,2473
Motorola,Moto G60,2018,108472,8057
Vivo,Vivo Y20,2018,93840,6417
Nokia,Nokia 7.2,2023,113076,48828
Motorola,Moto E40,2024,104049,69042
Vivo,Vivo Y20,2018,25356,3987
Samsung,Galaxy A52,2018,46096,2330
Apple,iPhone 12,2020,85692,11818
Motorola,Moto G60,2022,122126,35916
Samsung,Galaxy A52,2024,106927,69337
Motorola,Moto Edge 20,2019,57149,7532
Xiaomi,Redmi Note 10,2021,52755,9710
Samsung,Galaxy S22,2018,117091,8246
Motorola,Moto G71,2020,77697,11381
Realme,Realme GT,2022,24960,5126
Samsung,Galaxy S21,2021,35278,6992
Vivo,Vivo Y20,2020,118361,17143
Oppo,Oppo F21,2018,127315,7542
Realme,Realme 8,2023,58801,26044
Motorola,Moto G60,2023,72281,33743
Apple,iPhone 13,2018,41779,2652
Xiaomi,Redmi Note 10,2023,44540,22096
Oppo,Oppo F21,2023,93819,40829
Apple,iPhone 12,2018,71060,4284
Oppo,Oppo Reno 6,2018,127654,8675
Oppo,Oppo A53,2019,104387,9674
Oppo,Oppo F19,2021,35619,8767
OnePlus,OnePlus 9,2021,75516,18146
Realme,Realme GT,2018,85467,5449
OnePlus,OnePlus 8,2020,126551,18032
Oppo,Oppo A53,2022,51782,12728
Apple,iPhone 13,2021,127700,25975
Motorola,Moto G60,2019,71178,8825
Realme,Realme 8,2021,36127,6016
Samsung,Galaxy S20,2022,27023,5845
Nokia,Nokia 5.4,2019,110388,9667
Motorola,Moto E40,2019,81978,6877
Motorola,Moto E40,2019,31932,1406
Xiaomi,Mi 11X,2018,32420,2914
Motorola,Moto Edge 20,2020,59554,9411
Nokia,Nokia 7.2,2018,92985,3359
Motorola,Moto G60,2023,44453,21392
Oppo,Oppo A53,2023,64193,27843
Apple,iPhone 13,2019,41969,2239
Vivo,Vivo V21,2024,48729,30665
Oppo,Oppo F19,2022,77165,25218
OnePlus,OnePlus Nord,2023,9612,7135
Realme,Realme 8,2023,16464,10291
Vivo,Vivo X60,2023,89330,42959
Xiaomi,Mi 10,2019,127152,12665
Nokia,Nokia G20,2021,106240,19248
OnePlus,OnePlus Nord,2018,9963,-893
Realme,Realme 9,2020,11070,1445
OnePlus,OnePlus 9,2022,29737,8733
Oppo,Oppo F19,2018,84949,6951
Motorola,Moto Edge 20,2023,85232,38448
OnePlus,OnePlus 9,2020,119891,14155
Samsung,Galaxy S20,2018,99329,3774
Vivo,Vivo V21,2021,103631,23160
Xiaomi,Redmi Note 10,2020,30250,4587
Xiaomi,Redmi Note 10,2024,62990,43601
Realme,Realme 8,2024,79850,52903
OnePlus,OnePlus 8,2018,49648,2763
Vivo,Vivo V20,2022,45090,11183
Xiaomi,Redmi Note 10,2022,122580,34299
Motorola,Moto G60,2019,36892,3698
Realme,Realme Narzo 50,2024,89917,60971
Apple,iPhone 14,2020,37972,4471
Nokia,Nokia 6.2,2022,69940,24047
OnePlus,OnePlus 9,2018,39212,4436
Oppo,Oppo F21,2024,43773,26749
Motorola,Moto G71,2022,27647,7179
OnePlus,OnePlus 10R,2018,53939,5805
Vivo,Vivo X60,2024,109428,71988
Oppo,Oppo A53,2020,73523,8286
Realme,Realme 8,2021,59312,11284
Realme,Realme GT,2021,96672,17353
Vivo,Vivo X60,2024,99349,67422
Vivo,Vivo X60,2019,8129,-1324
Apple,iPhone 11,2024,69916,43948
Samsung,Galaxy S20,2018,77581,3005
Xiaomi,Redmi Note 10,2018,47416,3202
Realme,Realme Narzo 50,2019,50765,5455
Xiaomi,Mi 11X,2024,64350,40177
Nokia,Nokia 6.2,2024,60764,40728
Oppo,Oppo F19,2022,104400,29154
Realme,Realme 9,2023,40912,19666
Oppo,Oppo A53,2023,26336,13134
Vivo,Vivo V20,2023,119312,52773
Xiaomi,Mi 10,2019,32550,4830
Vivo,Vivo V21,2018,55209,749
Vivo,Vivo V20,2024,69240,47752
Samsung,Galaxy S20,2018,107894,7515
Nokia,Nokia 5.4,2023,119044,53787
Oppo,Oppo F19,2022,23390,8133
Realme,Realme 9,2020,58936,5147
Samsung,Galaxy S22,2019,22709,223
Motorola,Moto G71,2024,120736,83543
Motorola,Moto E40,2024,69777,48343
Oppo,Oppo F21,2021,112972,23116
Motorola,Moto E40,2021,64229,11972
Motorola,Moto Edge 20,2022,63550,18809
Xiaomi,Redmi Note 11,2018,127849,10655
Oppo,Oppo Reno 6,2018,17075,1239
Apple,iPhone 13,2018,17731,1660
OnePlus,OnePlus Nord,2020,102782,13465
Vivo,Vivo V21,2021,14240,4394
Vivo,Vivo V20,2019,19931,-474
Realme,Realme 9,2022,79449,21115
Realme,Realme Narzo 50,2024,55658,38369
Nokia,Nokia 5.4,2022,84845,28267
Vivo,Vivo X60,2023,77234,33954
Motorola,Moto E40,2023,12483,8191
Apple,iPhone 12,2023,108006,45718
Apple,iPhone 14,2018,47974,4487
Oppo,Oppo Reno 6,2023,127646,55683
Vivo,Vivo Y20,2023,31244,11074
Apple,iPhone 14,2021,36996,6433
OnePlus,OnePlus Nord,2021,92466,17072
Motorola,Moto G60,2019,86195,8062
Vivo,Vivo Y20,2019,104590,6754
Vivo,Vivo V20,2024,37590,25114
Nokia,Nokia G20,2019,12823,2459
Samsung,Galaxy S20,2019,120493,8930
Motorola,Moto E40,2020,18310,796
Motorola,Moto G60,2023,93800,40104
Oppo,Oppo A53,2019,18185,-887
Oppo,Oppo F19,2022,49141,14282
OnePlus,OnePlus 9,2024,98185,63592
Vivo,Vivo X60,2022,80551,22572
Oppo,Oppo F19,2018,69766,2729
Samsung,Galaxy S21,2021,128862,28751
Nokia,Nokia G20,2018,38408,1592
Motorola,Moto Edge 20,2020,78096,11120
Samsung,Galaxy S22,2024,16503,13760
Vivo,Vivo X60,2022,72308,22947
Oppo,Oppo A53,2022,40743,11163
Oppo,Oppo F21,2019,20016,3223
Motorola,Moto Edge 20,2019,86031,6849
Apple,iPhone 12,2023,82506,34301
Samsung,Galaxy S21,2018,50923,1837
Apple,iPhone 14,2021,101364,23002
Motorola,Moto G60,2022,38533,12828
Oppo,Oppo F21,2021,108850,20079
Realme,Realme GT,2018,40706,828
Nokia,Nokia G20,2021,37208,7821
Motorola,Moto Edge 20,2018,48629,436
Nokia,Nokia 6.2,2024,66049,43269
Oppo,Oppo Reno 6,2020,24359,930
Oppo,Oppo Reno 6,2020,37612,3572
Realme,Realme 9,2021,104693,22319
Apple,iPhone 14,2020,62322,5470
OnePlus,OnePlus 10R,2023,97214,40755
Samsung,Galaxy S21,2021,84480,18215
Vivo,Vivo X60,2024,108048,73954
Realme,Realme 8,2019,8163,1064
OnePlus,OnePlus 8,2023,100542,46252
Samsung,Galaxy S21,2018,24240,-903
Nokia,Nokia G20,2018,26254,-1190
Realme,Realme 8,2018,16966,190
Oppo,Oppo F21,2021,46232,12159
Apple,iPhone 13,2022,51624,14230
Nokia,Nokia 5.4,2020,47292,4148
Nokia,Nokia G20,2020,106257,17235
Nokia,Nokia 7.2,2024,41446,28703
Samsung,Galaxy S22,2023,83763,36631
Motorola,Moto E40,2019,65736,5390
Samsung,Galaxy S21,2022,103306,29032
Nokia,Nokia G20,2019,51415,7171
Vivo,Vivo X60,2020,107833,17436
Realme,Realme 8,2020,94109,11980
Oppo,Oppo A53,2023,69386,32981
Motorola,Moto Edge 20,2020,49323,9256
Apple,iPhone 13,2022,110097,35713
Nokia,Nokia 5.4,2020,17922,1024
Realme,Realme Narzo 50,2022,14888,6253
Vivo,Vivo X60,2020,122732,13722
Xiaomi,Mi 11X,2021,90175,18253
Apple,iPhone 11,2023,104175,48054
Motorola,Moto E40,2021,38478,9872
Samsung,Galaxy S22,2019,43113,1351
Apple,iPhone 12,2024,95037,65522
Motorola,Moto G60,2024,53257,33598
Samsung,Galaxy S22,2024,62223,43591
Apple,iPhone 11,2024,44054,31417
Samsung,Galaxy S21,2023,35764,16553
Samsung,Galaxy A52,2022,33775,8875
Vivo,Vivo V21,2023,72525,31808
Nokia,Nokia 7.2,2020,100018,11821
Samsung,Galaxy S20,2022,113841,32507
Nokia,Nokia G20,2022,15647,5962
Samsung,Galaxy S22,2020,108659,15684
Vivo,Vivo V20,2023,120080,53727
Xiaomi,Mi 11X,2022,27946,6775
Motorola,Moto G60,2019,109495,7897
Vivo,Vivo V21,2022,125723,36872
Motorola,Moto G71,2023,19291,10409
Nokia,Nokia 7.2,2022,52345,17626
Samsung,Galaxy S21,2018,23057,2519
Oppo,Oppo F19,2019,90589,5586
Oppo,Oppo F21,2020,117677,14012
Samsung,Galaxy S20,2024,116899,78687
Samsung,Galaxy S22,2022,62809,20930
Vivo,Vivo V20,2023,37464,19360
OnePlus,OnePlus 9,2023,60057,27499
Samsung,Galaxy S21,2020,43377,4519
OnePlus,OnePlus Nord,2022,11064,3431
Oppo,Oppo F21,2018,62476,2300
Oppo,Oppo A53,2021,73160,15835
Samsung,Galaxy A52,2020,123109,18193
Oppo,Oppo A53,2020,17675,3729
Nokia,Nokia 5.4,2020,124733,19275
OnePlus,OnePlus 9,2022,50843,18131
Motorola,Moto E40,2022,90203,26730
Apple,iPhone 13,2019,97769,10825
Nokia,Nokia 5.4,2023,124235,53510
Xiaomi,Redmi Note 11,2020,34416,6016
Samsung,Galaxy A52,2021,117084,21369
Vivo,Vivo V20,2019,107138,7410
Samsung,Galaxy S20,2018,69485,6466
Apple,iPhone 11,2022,27644,6874
Motorola,Moto G71,2019,8660,-1434
OnePlus,OnePlus Nord,2024,63663,42347
Realme,Realme Narzo 50,2023,115828,52679
Xiaomi,Mi 11X,2021,105664,23307
Samsung,Galaxy S20,2018,104970,3495
Oppo,Oppo F19,2020,73779,8446
Vivo,Vivo X60,2021,8973,2038
Apple,iPhone 12,2020,129930,20018
Motorola,Moto G71,2021,126946,24902
Vivo,Vivo Y20,2023,56329,22485
Motorola,Moto Edge 20,2022,64579,19121
Nokia,Nokia G20,2020,114781,15318
Nokia,Nokia 5.4,2019,108246,12114
Samsung,Galaxy S22,2021,57616,12828
Realme,Realme 8,2018,101518,5333
Oppo,Oppo A53,2024,126746,84886
Realme,Realme Narzo 50,2021,34679,7125
Xiaomi,Mi 10,2023,114820,49339
OnePlus,OnePlus 9,2023,53202,24272
Samsung,Galaxy S21,2024,107732,75011
Apple,iPhone 14,2021,37128,7707
Motorola,Moto E40,2020,40305,5647
Motorola,Moto G60,2022,78716,22092
Motorola,Moto G60,2022,40218,10153
Realme,Realme 8,2020,18791,1391
Xiaomi,Redmi Note 11,2021,37331,8347
Motorola,Moto E40,2023,12964,7560
Samsung,Galaxy A52,2023,80790,39209
Xiaomi,Redmi Note 10,2019,63497,6318
Samsung,Galaxy S20,2024,68879,46941
Samsung,Galaxy A52,2020,59465,6720
Samsung,Galaxy S21,2019,43177,2572
Apple,iPhone 13,2019,98479,7241
Samsung,Galaxy A52,2018,59485,3053
Apple,iPhone 11,2024,20340,15295
Nokia,Nokia G20,2019,87064,5567
Nokia,Nokia 5.4,2023,82627,39409
Vivo,Vivo Y20,2024,21891,14249
Vivo,Vivo V20,2022,44177,12341
Vivo,Vivo X60,2020,120427,18767
Motorola,Moto G60,2023,126913,54997
Motorola,Moto G71,2018,31052,-123
Apple,iPhone 12,2024,50578,31220
Realme,Realme GT,2020,90416,13609
Realme,Realme Narzo 50,2022,43175,15219
OnePlus,OnePlus 10R,2022,88924,29222
Apple,iPhone 13,2023,105252,45492
Nokia,Nokia G20,2019,17980,-968
OnePlus,OnePlus 9,2018,100909,5441
Realme,Realme 8,2019,37068,5087
OnePlus,OnePlus 8,2019,55175,2954
OnePlus,OnePlus 8,2018,107597,4093
OnePlus,OnePlus 9,2023,121223,54362
Realme,Realme 9,2020,85590,8854
Realme,Realme GT,2021,18460,5231
Nokia,Nokia 6.2,2022,88933,29477
Xiaomi,Redmi Note 11,2020,41082,6335
Oppo,Oppo Reno 6,2020,39809,3304
Xiaomi,Redmi Note 10,2021,70941,17181
Nokia,Nokia 7.2,2020,78297,13184
Realme,Realme Narzo 50,2022,43115,11983
OnePlus,OnePlus Nord,2023,85011,40267
Nokia,Nokia 6.2,2021,21450,5885
Apple,iPhone 11,2019,69628,6436
Realme,Realme 8,2023,122552,54220
Vivo,Vivo V21,2021,24094,3134
OnePlus,OnePlus 10R,2022,63296,17538
Samsung,Galaxy S21,2024,37270,25655
OnePlus,OnePlus 8,2024,118051,77912
Nokia,Nokia 5.4,2024,16648,10963
Oppo,Oppo A53,2023,76020,36123
Samsung,Galaxy A52,2021,34345,7108
Nokia,Nokia 6.2,2023,64191,31803
Vivo,Vivo Y20,2019,96867,8982
Oppo,Oppo A53,2024,9777,4889
Oppo,Oppo F21,2022,45101,15507
Xiaomi,Mi 11X,2024,91419,63186
Apple,iPhone 14,2021,124596,25447
Apple,iPhone 11,2019,38983,6217
Xiaomi,Redmi Note 10,2021,19390,1963
Samsung,Galaxy S21,2018,61480,2844
Vivo,Vivo V20,2024,34290,20797
Motorola,Moto Edge 20,2019,96310,7450
OnePlus,OnePlus 10R,2022,104194,28811
Realme,Realme GT,2021,41411,6623
Motorola,Moto G71,2020,18201,4832
Apple,iPhone 11,2021,122416,24792
Apple,iPhone 13,2019,52697,4900
Vivo,Vivo V20,2024,48530,33883
Apple,iPhone 11,2024,21406,13640
Xiaomi,Mi 10,2023,45468,21573
Samsung,Galaxy S21,2024,97014,65029
Nokia,Nokia 6.2,2019,103850,8121
Vivo,Vivo X60,2022,83934,23409
Samsung,Galaxy S20,2019,112691,10300
OnePlus,OnePlus 8,2018,12176,416
OnePlus,OnePlus 9,2022,108407,34005
Samsung,Galaxy A52,2023,96187,43317
Vivo,Vivo V20,2022,113215,31667
Xiaomi,Mi 10,2020,77769,9221
Apple,iPhone 13,2019,59978,6406
OnePlus,OnePlus 10R,2020,118524,14509
Vivo,Vivo X60,2023,14269,5277
Oppo,Oppo A53,2022,26383,5920
Vivo,Vivo V20,2024,120278,77997
Nokia,Nokia 5.4,2022,74184,21048
Motorola,Moto Edge 20,2021,22524,6111
OnePlus,OnePlus 8,2023,78538,36749
Motorola,Moto G60,2019,68125,7870
Vivo,Vivo V21,2022,68006,23419
OnePlus,OnePlus 9,2023,49095,23797
Oppo,Oppo Reno 6,2021,102646,19322
Samsung,Galaxy S20,2019,99812,9597
Vivo,Vivo X60,2021,127139,26176
Oppo,Oppo F19,2021,64724,13603
Vivo,Vivo V21,2024,75818,48957
Motorola,Moto E40,2018,18896,728
Realme,Realme 9,2019,27520,3431
Vivo,Vivo V21,2021,90764,21000
Realme,Realme Narzo 50,2018,46347,1479
Samsung,Galaxy A52,2020,37636,4816
Nokia,Nokia G20,2018,102666,4227
Realme,Realme 8,2021,86331,19888
Xiaomi,Mi 11X,2021,66299,12229
Vivo,Vivo V20,2020,53690,4694
Xiaomi,Mi 10,2024,100518,65122
Samsung,Galaxy S22,2023,95119,43507
Realme,Realme Narzo 50,2018,8902,1014
Vivo,Vivo V20,2018,54263,3111
Apple,iPhone 12,2022,28219,7428
Motorola,Moto G71,2020,38795,5171
Xiaomi,Mi 10,2021,70585,12160
Samsung,Galaxy S20,2020,74025,11497
Oppo,Oppo A53,2021,111990,20048
Xiaomi,Mi 10,2024,79767,54953
Motorola,Moto Edge 20,2020,34464,2332
Xiaomi,Mi 10,2021,120999,22928
Xiaomi,Mi 10,2020,63032,10521
Oppo,Oppo Reno 6,2019,109967,9908
Realme,Realme 8,2023,119748,54320
Nokia,Nokia 5.4,2024,8930,5426
Samsung,Galaxy A52,2022,77200,24780
Samsung,Galaxy A52,2024,48337,34309
Samsung,Galaxy S22,2023,13615,6579
Samsung,Galaxy S21,2020,32013,7183
Samsung,Galaxy S20,2021,107839,19135
Motorola,Moto G60,2023,26904,12542
Realme,Realme 9,2021,25643,3964
Oppo,Oppo F19,2024,45640,27987
Samsung,Galaxy S20,2021,18240,2254
Nokia,Nokia G20,2023,45191,20364
Realme,Realme Narzo 50,2021,120159,24030
Nokia,Nokia 5.4,2020,89245,14457
OnePlus,OnePlus Nord,2019,104954,8023
Oppo,Oppo A53,2019,61507,7525
Nokia,Nokia 6.2,2022,92548,28324
Apple,iPhone 12,2019,117007,8841
Nokia,Nokia 6.2,2020,19329,5304
Apple,iPhone 14,2019,72513,8309
Samsung,Galaxy A52,2019,120474,12606
OnePlus,OnePlus Nord,2022,50230,12399
Oppo,Oppo F19,2022,21061,7882
Nokia,Nokia 5.4,2023,20669,11945
Vivo,Vivo V21,2018,56190,2769
Motorola,Moto G71,2021,116566,24576
Realme,Realme 9,2020,85385,13303
Motorola,Moto Edge 20,2019,79410,4633
Oppo,Oppo F21,2019,66321,4623
Nokia,Nokia 6.2,2022,98963,29469
Realme,Realme GT,2023,30755,11830
OnePlus,OnePlus Nord,2023,35146,15119
OnePlus,OnePlus 8,2022,11261,1142
Realme,Realme GT,2018,82123,5821
Vivo,Vivo V20,2018,57614,3913
Nokia,Nokia 7.2,2018,126378,10509
Xiaomi,Redmi Note 11,2018,44194,1811
Oppo,Oppo Reno 6,2024,99987,65298
Vivo,Vivo Y20,2019,66132,8256
Nokia,Nokia G20,2020,43851,5903
Motorola,Moto E40,2023,67911,32118
Nokia,Nokia 6.2,2024,95660,65832
Oppo,Oppo Reno 6,2022,108237,34731
OnePlus,OnePlus 9,2020,10100,1341
Nokia,Nokia 5.4,2021,57069,14151
Oppo,Oppo F19,2023,7668,3907
OnePlus,OnePlus 8,2023,70051,30481
Vivo,Vivo Y20,2022,57379,15471
Apple,iPhone 11,2019,111104,9376
Vivo,Vivo Y20,2018,71034,3826
Samsung,Galaxy S20,2019,114662,9625
Samsung,Galaxy A52,2022,26346,7262
Apple,iPhone 12,2021,54661,10173
Samsung,Galaxy A52,2023,81901,37535
Apple,iPhone 11,2022,92364,28791
Vivo,Vivo Y20,2020,99090,14115
Vivo,Vivo Y20,2024,103622,72058
Samsung,Galaxy S21,2023,95993,44717
Vivo,Vivo V20,2023,63217,28789
Motorola,Moto G60,2020,120609,18136
Apple,iPhone 14,2023,22804,10338
Xiaomi,Redmi Note 10,2019,15379,3707
Motorola,Moto Edge 20,2023,82810,37946
Vivo,Vivo X60,2019,66421,6157
Motorola,Moto Edge 20,2019,97538,8465
Samsung,Galaxy S20,2023,117442,55625
Realme,Realme GT,2019,32277,1807
OnePlus,OnePlus 8,2023,24031,10517
Xiaomi,Redmi Note 10,2021,58334,9401
Samsung,Galaxy A52,2022,77293,22550
Nokia,Nokia 5.4,2019,119859,11737
Vivo,Vivo V21,2020,43197,3839
OnePlus,OnePlus 8,2022,86055,28219
Realme,Realme 8,2020,65531,7490
Apple,iPhone 12,2019,129624,14287
Xiaomi,Mi 11X,2018,49143,5402
Xiaomi,Mi 11X,2022,12652,6529
Nokia,Nokia 7.2,2019,35207,2571
Oppo,Oppo Reno 6,2021,75764,15285
Oppo,Oppo A53,2023,67458,30119
Samsung,Galaxy A52,2019,111749,9881
Apple,iPhone 13,2019,11375,1272
Samsung,Galaxy A52,2021,102051,20092
Apple,iPhone 12,2020,33306,7265
Realme,Realme 9,2021,76635,17785
Samsung,Galaxy S22,2018,106903,7227
Vivo,Vivo X60,2024,28542,19589
Samsung,Galaxy S21,2021,38861,8138
Realme,Realme Narzo 50,2022,76784,20440
Nokia,Nokia 7.2,2021,23260,4832
Xiaomi,Mi 10,2019,49908,2976
Vivo,Vivo V21,2023,73782,32222
Apple,iPhone 11,2019,48489,6007
OnePlus,OnePlus 9,2020,128384,15416
Motorola,Moto Edge 20,2024,96323,64551
Samsung,Galaxy S21,2022,117220,34782
Apple,iPhone 14,2019,117276,11078
Oppo,Oppo Reno 6,2019,43406,4699
Motorola,Moto Edge 20,2021,97985,19085
Xiaomi,Mi 11X,2023,84002,38284
Nokia,Nokia G20,2020,72398,9945
Samsung,Galaxy S21,2020,118996,18457
Realme,Realme 8,2021,119866,27130
Apple,iPhone 11,2021,103750,22075
Samsung,Galaxy S21,2018,13502,-359
Apple,iPhone 11,2021,20341,4861
OnePlus,OnePlus 9,2020,80131,11883
Oppo,Oppo Reno 6,2018,24005,4460
Oppo,Oppo Reno 6,2023,110420,52072
Realme,Realme 8,2018,121643,6153
Nokia,Nokia 7.2,2018,125478,7431
Apple,iPhone 13,2019,7076,839
Vivo,Vivo V21,2019,78335,8546
Samsung,Galaxy S20,2024,90127,61139
OnePlus,OnePlus 10R,2019,63226,5292
Vivo,Vivo V20,2024,118623,82315
Xiaomi,Mi 10,2019,115250,11064
Apple,iPhone 14,2019,70681,8785
Vivo,Vivo V21,2024,16792,13171
Vivo,Vivo X60,2024,28040,20424
Apple,iPhone 13,2018,44148,5025
Oppo,Oppo A53,2023,113120,49905
Nokia,Nokia G20,2021,129097,28529
Vivo,Vivo V21,2024,72559,48426
Samsung,Galaxy S22,2023,86124,41587
OnePlus,OnePlus 9,2020,115255,14886
Motorola,Moto G60,2019,125231,12955
OnePlus,OnePlus 10R,2019,13427,2748
Samsung,Galaxy A52,2021,20117,6417
Realme,Realme 9,2019,93980,9609
Vivo,Vivo V21,2023,36819,18072
Oppo,Oppo F19,2020,113030,13543
OnePlus,OnePlus Nord,2021,45031,7586
Motorola,Moto G71,2024,70598,45198
Nokia,Nokia G20,2021,28254,4393
Nokia,Nokia G20,2022,118593,38393
Oppo,Oppo F19,2024,65710,46615
Oppo,Oppo F21,2023,21968,7048
Realme,Realme GT,2018,67013,6696
Realme,Realme 9,2023,15704,7201
Oppo,Oppo F19,2021,63520,10368
Xiaomi,Mi 11X,2022,48285,14299
Nokia,Nokia 6.2,2021,15529,3063
Samsung,Galaxy S22,2020,75604,7646
Xiaomi,Redmi Note 11,2021,34265,5160
Xiaomi,Mi 11X,2021,14982,1355
Realme,Realme GT,2022,7585,911
Apple,iPhone 13,2024,93798,62544
Samsung,Galaxy A52,2021,39232,7242
Apple,iPhone 13,2021,78326,18569
OnePlus,OnePlus 10R,2022,44318,15323
Motorola,Moto G60,2018,88027,8149
Xiaomi,Redmi Note 11,2021,97938,18116
Nokia,Nokia G20,2018,28601,3904
OnePlus,OnePlus 9,2022,113066,33330
Xiaomi,Redmi Note 10,2023,35391,14251
Oppo,Oppo F21,2022,85502,26669
Nokia,Nokia 7.2,2023,95339,44312
Apple,iPhone 11,2023,69992,30140
Oppo,Oppo A53,2019,58866,3606
Apple,iPhone 11,2020,107528,13690
Realme,Realme 9,2018,109469,5699
Vivo,Vivo X60,2023,101989,47476
Xiaomi,Redmi Note 11,2021,67487,14957
Nokia,Nokia 7.2,2021,54801,11541
Oppo,Oppo Reno 6,2020,77299,12559
Samsung,Galaxy S20,2024,82944,56864
Motorola,Moto E40,2024,15614,9134
Samsung,Galaxy S20,2018,104766,4455
Motorola,Moto G71,2024,65891,42556
Xiaomi,Mi 11X,2019,126447,11935
Nokia,Nokia G20,2018,67591,4919
Xiaomi,Redmi Note 10,2022,40298,12290
Samsung,Galaxy S22,2018,73903,6430
Motorola,Moto Edge 20,2024,13242,8252
Motorola,Moto G60,2023,89188,38195
Samsung,Galaxy S21,2021,111070,22616
Apple,iPhone 11,2019,83260,9971
Oppo,Oppo F19,2020,127361,15003
OnePlus,OnePlus 10R,2023,40064,19840
Realme,Realme GT,2023,17608,7820
Apple,iPhone 13,2022,62149,19542
Xiaomi,Redmi Note 11,2023,93285,42161
Motorola,Moto E40,2023,9527,4676
Realme,Realme GT,2020,104408,17052
Realme,Realme Narzo 50,2021,63409,13851
OnePlus,OnePlus 10R,2024,72080,47413
Motorola,Moto E40,2023,32447,14976
Vivo,Vivo V21,2024,21979,17680
Samsung,Galaxy S20,2024,20838,16813
Apple,iPhone 12,2020,91817,13770
Nokia,Nokia 7.2,2021,122781,22824
Vivo,Vivo X60,2018,52464,5582
Apple,iPhone 13,2018,100953,4218
Motorola,Moto G71,2023,125289,56245
Nokia,Nokia 7.2,2023,7217,3659
Samsung,Galaxy A52,2023,112951,50232
Samsung,Galaxy A52,2020,55973,9040
Realme,Realme GT,2018,128423,5070
Apple,iPhone 12,2018,116059,6130
Oppo,Oppo F19,2023,79961,35444
