Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Motorola,Moto Edge 20,2020,123185,15977
Nokia,Nokia 7.2,2023,129584,60379
Oppo,Oppo Reno 6,2020,12763,2609
Apple,iPhone 12,2022,45904,14168
Oppo,Oppo F19,2018,19880,1040
OnePlus,OnePlus 8,2023,99963,43311
Xiaomi,Mi 10,2020,92681,13530
Oppo,Oppo Reno 6,2020,29388,3400
Motorola,Moto E40,2021,35430,5420
Apple,iPhone 13,2023,69982,32358
Vivo,Vivo X60,2018,16531,-570
Oppo,Oppo Reno 6,2024,110730,77215
Apple,iPhone 12,2018,78529,2262
Motorola,Moto Edge 20,2019,59468,7090
Motorola,Moto G71,2019,52604,6403
Apple,iPhone 13,2019,121090,13744
Motorola,Moto G60,2019,94809,10017
Nokia,Nokia 6.2,2020,95568,13217
Vivo,Vivo V21,2023,32302,12110
Apple,iPhone 14,2018,115591,4643
OnePlus,OnePlus Nord,2018,84458,6865
Oppo,Oppo Reno 6,2023,15940,4658
OnePlus,OnePlus 8,2018,80568,7796
Realme,Realme GT,2018,22441,591
Apple,iPhone 13,2020,51505,5821
Samsung,Galaxy S21,2022,122125,36531
Oppo,Oppo Reno 6,2020,128202,16711
Oppo,Oppo A53,2019,84712,5337
Xiaomi,Mi 11X,2019,81439,5307
Motorola,Moto E40,2020,47411,5710
Motorola,Moto Edge 20,2019,54115,5806
Samsung,Galaxy S20,2018,30504,4791
Motorola,Moto G60,2023,40518,15271
Realme,Realme 8,2023,46955,23291
Xiaomi,Mi 11X,2024,11137,8572
Apple,iPhone 11,2021,93805,19479
Oppo,Oppo A53,2024,107373,69335
Realme,Realme 9,2024,87668,56970
Oppo,Oppo Reno 6,2021,81835,19483
Apple,iPhone 12,2018,82821,2922
Oppo,Oppo F21,2020,110538,17073
Oppo,Oppo Reno 6,2018,117615,7420
Oppo,Oppo F19,2019,15212,1088
Vivo,Vivo V21,2018,81713,7323
Nokia,Nokia G20,2019,128104,12748
OnePlus,OnePlus 8,2018,52598,3254
OnePlus,OnePlus 8,2019,55698,7120
Apple,iPhone 12,2019,18045,419
Motorola,Moto G71,2022,69309,22453
Vivo,Vivo V21,2019,49571,4812
Realme,Realme GT,2022,38798,13923
Vivo,Vivo X60,2021,93919,16492
Oppo,Oppo F19,2022,127304,36232
Nokia,Nokia 6.2,2020,123683,14644
Vivo,Vivo X60,2024,40772,24388
Apple,iPhone 11,2019,110183,10163
Realme,Realme 8,2024,61885,43574
Realme,Realme 9,2021,61517,10274
Samsung,Galaxy A52,2020,43508,4555
Vivo,Vivo Y20,2020,32276,6102
Nokia,Nokia 7.2,2023,93019,44137
OnePlus,OnePlus 8,2020,59097,7845
Xiaomi,Redmi Note 10,2022,80279,25577
OnePlus,OnePlus Nord,2024,83768,57660
OnePlus,OnePlus Nord,2024,27562,20642
Xiaomi,Mi 11X,2023,45379,21925
OnePlus,OnePlus 8,2019,10740,2371
Motorola,Moto G60,2021,28373,6873
OnePlus,OnePlus 10R,2022,106223,33198
OnePlus,OnePlus 8,2023,92156,41053
Motorola,Moto E40,2021,89621,18387
Oppo,Oppo F21,2018,89432,4835
Realme,Realme 9,2022,115505,36126
Nokia,Nokia G20,2019,7080,2692
Motorola,Moto G71,2019,12046,1685
Xiaomi,Mi 11X,2022,49959,14251
Nokia,Nokia G20,2018,32192,1932
Apple,iPhone 13,2021,31471,6689
Apple,iPhone 14,2018,112239,7774
Oppo,Oppo A53,2019,11797,3399
Apple,iPhone 13,2022,89655,29960
Nokia,Nokia G20,2023,93878,43406
Realme,Realme 9,2019,7134,1845
OnePlus,OnePlus 10R,2018,22171,3928
Realme,Realme GT,2021,33285,4493
Vivo,Vivo V20,2024,107097,74254
Vivo,Vivo V20,2024,97670,63809
Motorola,Moto E40,2020,98692,12769
Nokia,Nokia 6.2,2020,75304,12457
OnePlus,OnePlus 8,2019,54817,2157
Samsung,Galaxy S22,2022,50720,16890
Motorola,Moto G60,2021,101510,20186
OnePlus,OnePlus 8,2021,31265,4666
Apple,iPhone 14,2022,105235,30000
Apple,iPhone 11,2018,100195,3452
Nokia,Nokia 6.2,2021,123839,26972
OnePlus,OnePlus 10R,2019,24538,3202
Oppo,Oppo Reno 6,2020,78364,9057
Realme,Realme 9,2020,14436,2991
Vivo,Vivo V20,2023,46229,21744
Nokia,Nokia 5.4,2023,114722,52038
OnePlus,OnePlus Nord,2022,87950,24353
Apple,iPhone 14,2023,95308,45200
Xiaomi,Redmi Note 10,2020,73212,12850
Nokia,Nokia G20,2023,106149,50361
Nokia,Nokia 6.2,2018,105125,3697
Oppo,Oppo F19,2020,97954,10966
Vivo,Vivo X60,2019,91337,10829
Xiaomi,Mi 11X,2021,71224,13403
Samsung,Galaxy A52,2022,65122,18530
Xiaomi,Mi 11X,2022,14534,6607
Oppo,Oppo F19,2024,48765,34856
Xiaomi,Redmi Note 10,2018,113406,6793
Nokia,Nokia 5.4,2020,16017,1575
Apple,iPhone 13,2021,106819,23741
Xiaomi,Redmi Note 11,2018,94210,6489
Oppo,Oppo F21,2022,28393,6824
Samsung,Galaxy S21,2024,125140,81415
OnePlus,OnePlus 10R,2023,48057,22032
Nokia,Nokia 6.2,2024,92326,61596
Oppo,Oppo F19,2024,17660,13402
Realme,Realme 9,2024,34430,24047
Oppo,Oppo F19,2020,78221,8062
Realme,Realme GT,2021,68192,12252
Motorola,Moto Edge 20,2021,15935,3839
Samsung,Galaxy S20,2022,54977,17112
Motorola,Moto G60,2024,76874,54145
Realme,Realme 9,2023,57105,25102
Vivo,Vivo V20,2019,121137,9653
Oppo,Oppo Reno 6,2019,19187,903
Apple,iPhone 12,2024,118189,78517
Samsung,Galaxy S20,2018,91300,7256
Motorola,Moto E40,2022,24682,4478
Oppo,Oppo F19,2018,13954,1697
Oppo,Oppo F19,2019,83600,9731
Realme,Realme 9,2018,55958,1718
OnePlus,OnePlus 9,2024,30221,18059
Realme,Realme 9,2023,129931,61260
OnePlus,OnePlus 9,2024,8462,5979
Motorola,Moto E40,2020,60549,6425
Motorola,Moto G71,2021,105171,22323
Oppo,Oppo Reno 6,2019,8194,2428
Vivo,Vivo V21,2020,109392,13013
OnePlus,OnePlus 10R,2021,57190,8741
Apple,iPhone 13,2018,80807,2010
Vivo,Vivo V21,2019,26076,3902
Apple,iPhone 12,2022,26246,9820
OnePlus,OnePlus 9,2023,99449,42800
Realme,Realme Narzo 50,2022,13118,6076
Xiaomi,Redmi Note 11,2019,92600,9074
Xiaomi,Mi 11X,2024,9058,5395
Oppo,Oppo A53,2020,43060,5242
Vivo,Vivo X60,2018,42394,343
Xiaomi,Redmi Note 10,2023,108805,46916
Oppo,Oppo A53,2022,58231,19724
Nokia,Nokia 5.4,2018,57219,5277
Motorola,Moto Edge 20,2020,125167,19015
Samsung,Galaxy S21,2019,27544,4660
Xiaomi,Mi 11X,2023,102860,47277
OnePlus,OnePlus 8,2018,28279,1633
Motorola,Moto G60,2021,17802,4013
Xiaomi,Redmi Note 11,2019,83666,5421
Vivo,Vivo V21,2023,123299,57908
Nokia,Nokia 6.2,2019,114841,9671
Motorola,Moto Edge 20,2021,93789,19959
Vivo,Vivo X60,2019,83375,4972
Oppo,Oppo Reno 6,2021,63119,10293
Motorola,Moto E40,2019,11622,3927
Oppo,Oppo F19,2021,58651,12703
Nokia,Nokia 5.4,2024,53513,35201
Vivo,Vivo V20,2018,7778,638
Apple,iPhone 12,2019,123764,13590
Motorola,Moto Edge 20,2018,92331,6082
Nokia,Nokia G20,2024,29799,19450
Apple,iPhone 11,2018,46812,140
Vivo,Vivo Y20,2019,119659,9463
OnePlus,OnePlus 9,2018,29354,1742
Vivo,Vivo V21,2018,107167,8757
Oppo,Oppo Reno 6,2022,13005,984
Apple,iPhone 14,2019,86489,5708
Samsung,Galaxy A52,2022,123338,35683
Vivo,Vivo Y20,2021,8845,-21
OnePlus,OnePlus 9,2022,42903,15251
OnePlus,OnePlus 10R,2023,107542,49024
Vivo,Vivo Y20,2021,49263,8779
Oppo,Oppo Reno 6,2023,88663,42171
Realme,Realme 8,2018,83837,5467
Realme,Realme 9,2019,119733,12202
Apple,iPhone 12,2018,86548,7559
Vivo,Vivo V21,2023,69250,34044
Nokia,Nokia 7.2,2022,114946,35805
OnePlus,OnePlus Nord,2022,82992,25160
Oppo,Oppo A53,2023,91302,42549
Realme,Realme 9,2022,100618,33066
OnePlus,OnePlus 9,2024,121021,80838
Realme,Realme GT,2023,95541,45676
Xiaomi,Redmi Note 10,2021,11621,857
OnePlus,OnePlus 9,2023,32611,14496
Apple,iPhone 14,2021,15881,6203
Motorola,Moto Edge 20,2024,94824,64742
Realme,Realme 9,2019,67385,4719
Xiaomi,Mi 10,2024,129096,85140
Xiaomi,Mi 11X,2024,104011,69212
OnePlus,OnePlus Nord,2022,102025,30760
Samsung,Galaxy A52,2024,67810,42947
Apple,iPhone 12,2018,86158,5626
Nokia,Nokia 5.4,2021,45243,9769
Vivo,Vivo V20,2022,43271,15985
Oppo,Oppo F21,2019,106004,11008
Oppo,Oppo F19,2021,69767,11571
Nokia,Nokia 6.2,2020,97318,15415
Nokia,Nokia G20,2020,15658,2577
Vivo,Vivo V21,2018,63577,5852
Vivo,Vivo V20,2019,15906,769
Apple,iPhone 12,2023,46797,22606
Xiaomi,Redmi Note 10,2024,28475,16889
OnePlus,OnePlus 8,2020,84846,11250
Oppo,Oppo F19,2018,45362,2100
Motorola,Moto G71,2019,103465,10350
Vivo,Vivo X60,2018,93459,5397
Motorola,Moto E40,2019,78397,4187
Oppo,Oppo Reno 6,2023,65643,31960
Samsung,Galaxy S22,2021,62237,15131
Xiaomi,Mi 10,2024,38500,24749
Motorola,Moto E40,2024,114155,76828
Xiaomi,Redmi Note 10,2019,60156,6618
Motorola,Moto G60,2019,18563,244
OnePlus,OnePlus 9,2020,60448,5462
Xiaomi,Mi 10,2019,95195,8762
Xiaomi,Redmi Note 11,2022,29293,7660
Motorola,Moto Edge 20,2018,37719,2629
Oppo,Oppo F19,2018,79526,7823
OnePlus,OnePlus Nord,2019,110784,9093
Realme,Realme Narzo 50,2022,84640,24171
OnePlus,OnePlus 9,2024,49753,33098
Samsung,Galaxy S21,2021,103771,23782
Motorola,Moto E40,2023,66343,29753
Oppo,Oppo Reno 6,2023,99095,46876
Realme,Realme Narzo 50,2023,122576,52480
Samsung,Galaxy S20,2022,111786,36279
Oppo,Oppo Reno 6,2024,57511,36893
Nokia,Nokia 7.2,2023,23407,12899
OnePlus,OnePlus Nord,2024,55035,39141
Realme,Realme GT,2023,38303,17756
OnePlus,OnePlus 10R,2022,114389,32431
Realme,Realme GT,2019,128964,12381
Realme,Realme GT,2024,70232,47768
Apple,iPhone 14,2018,30440,3981
Apple,iPhone 12,2021,98352,18786
OnePlus,OnePlus Nord,2021,37640,5940
Oppo,Oppo A53,2019,111569,9613
Motorola,Moto E40,2018,43770,4752
Nokia,Nokia G20,2022,43189,13290
Samsung,Galaxy S22,2024,34790,23076
Realme,Realme 8,2022,50264,16351
Nokia,Nokia 7.2,2021,67116,13181
Xiaomi,Mi 10,2023,47390,21694
Nokia,Nokia G20,2022,79429,25850
Vivo,Vivo V20,2020,119896,18487
OnePlus,OnePlus 9,2018,7899,-662
Xiaomi,Redmi Note 11,2020,17703,58
Motorola,Moto G71,2019,128678,10943
Realme,Realme GT,2023,25146,12868
Motorola,Moto Edge 20,2023,94495,40381
OnePlus,OnePlus 9,2018,119811,10116
OnePlus,OnePlus 8,2021,105476,20822
Motorola,Moto Edge 20,2019,77098,8857
OnePlus,OnePlus 10R,2021,99658,17190
Apple,iPhone 13,2018,125682,8396
Samsung,Galaxy S20,2019,40002,2218
Nokia,Nokia 7.2,2020,73394,7826
OnePlus,OnePlus 8,2019,86669,9846
Xiaomi,Mi 10,2018,26385,2381
Xiaomi,Mi 11X,2020,35788,3689
Oppo,Oppo A53,2018,101738,6440
OnePlus,OnePlus 8,2020,82435,8882
OnePlus,OnePlus 10R,2020,13589,2134
Apple,iPhone 14,2021,14670,5226
Oppo,Oppo Reno 6,2018,33622,-577
Xiaomi,Redmi Note 10,2018,19745,59
Apple,iPhone 12,2019,73181,5156
Motorola,Moto E40,2024,50187,33047
Oppo,Oppo F21,2023,126722,55260
Motorola,Moto G60,2020,115942,13479
Realme,Realme GT,2024,91338,60923
Realme,Realme GT,2021,45669,10737
Vivo,Vivo Y20,2022,57379,15471
Samsung,Galaxy S20,2024,15103,10178
Vivo,Vivo Y20,2020,58812,10342
Oppo,Oppo A53,2019,36899,3814
Vivo,Vivo Y20,2020,64967,10666
Realme,Realme 9,2022,32415,10116
Vivo,Vivo V21,2023,88704,41504
Motorola,Moto G60,2020,129968,19896
Nokia,Nokia 5.4,2022,10526,5892
Apple,iPhone 11,2020,104111,16297
Oppo,Oppo F19,2024,120161,79313
Nokia,Nokia 5.4,2024,114545,74722
OnePlus,OnePlus Nord,2020,128869,15834
Apple,iPhone 14,2021,97133,19559
Oppo,Oppo F21,2022,19245,3976
Nokia,Nokia 6.2,2022,38248,9505
Apple,iPhone 14,2024,82325,53707
Vivo,Vivo V21,2024,119701,78855
OnePlus,OnePlus 9,2020,90310,12348
Oppo,Oppo A53,2020,33802,3139
Realme,Realme 8,2022,29160,11074
Apple,iPhone 12,2024,20744,15180
Nokia,Nokia 7.2,2019,97309,9787
Xiaomi,Redmi Note 10,2022,40298,12290
Xiaomi,Redmi Note 10,2019,61328,8213
Nokia,Nokia 6.2,2022,43120,12683
Realme,Realme 8,2018,66213,2105
Oppo,Oppo Reno 6,2023,107614,45991
Oppo,Oppo A53,2023,82147,38253
Xiaomi,Redmi Note 10,2023,45525,23333
Vivo,Vivo X60,2021,64440,14842
Oppo,Oppo A53,2023,113120,49905
Vivo,Vivo V21,2020,39308,2708
OnePlus,OnePlus Nord,2020,114093,15824
Apple,iPhone 11,2024,67616,47306
Realme,Realme 8,2019,75684,8814
Oppo,Oppo Reno 6,2020,92906,10409
Samsung,Galaxy A52,2020,21225,-70
OnePlus,OnePlus 8,2023,113285,50121
OnePlus,OnePlus 8,2019,18014,4555
Apple,iPhone 12,2022,66982,22414
Vivo,Vivo Y20,2022,76162,25251
Motorola,Moto G60,2018,14946,2180
Samsung,Galaxy S20,2023,90447,39413
OnePlus,OnePlus Nord,2022,19396,3229
Samsung,Galaxy S20,2019,42358,3243
Realme,Realme 9,2018,127238,7611
Samsung,Galaxy S20,2024,31149,23041
Oppo,Oppo Reno 6,2024,17902,14072
Apple,iPhone 13,2020,102236,15832
Vivo,Vivo V20,2019,68288,5933
Nokia,Nokia 5.4,2019,12575,767
Samsung,Galaxy S21,2023,48890,20964
Apple,iPhone 14,2020,114412,13619
Samsung,Galaxy S22,2018,84976,5585
Vivo,Vivo V21,2020,116123,18633
Nokia,Nokia 6.2,2023,107461,47038
OnePlus,OnePlus 8,2022,96649,31715
Nokia,Nokia 6.2,2023,22607,7260
Vivo,Vivo V21,2020,29987,2291
Oppo,Oppo A53,2021,118856,24559
Nokia,Nokia G20,2020,18630,739
Xiaomi,Mi 10,2024,52288,34468
Vivo,Vivo Y20,2023,98714,41979
OnePlus,OnePlus 10R,2019,112777,11957
Realme,Realme GT,2018,129775,7251
Xiaomi,Redmi Note 10,2024,73002,46761
Xiaomi,Redmi Note 11,2020,125826,19218
OnePlus,OnePlus Nord,2018,69733,5903
Motorola,Moto Edge 20,2018,120779,10383
Oppo,Oppo F21,2020,46496,5757
Nokia,Nokia 7.2,2020,25349,4564
Realme,Realme Narzo 50,2018,125969,9137
Vivo,Vivo V20,2018,46098,4024
OnePlus,OnePlus 9,2018,18154,2064
Xiaomi,Mi 10,2020,40190,5575
Apple,iPhone 14,2022,62261,16437
Realme,Realme GT,2018,43513,911
Xiaomi,Mi 10,2019,51081,5699
Vivo,Vivo X60,2021,79564,17020
Motorola,Moto Edge 20,2020,39581,4631
Xiaomi,Redmi Note 11,2020,49088,9015
OnePlus,OnePlus 8,2024,88364,61058
Xiaomi,Redmi Note 11,2018,35862,4641
Xiaomi,Mi 10,2024,106017,69860
Samsung,Galaxy S20,2018,128903,8493
Oppo,Oppo A53,2021,31383,7738
Realme,Realme 9,2020,66783,6807
Realme,Realme Narzo 50,2019,16168,1088
OnePlus,OnePlus 8,2020,62959,7370
Realme,Realme 8,2020,17623,-57
Realme,Realme GT,2018,59042,2332
Motorola,Moto G71,2020,118655,13124
Nokia,Nokia G20,2023,92517,39194
Oppo,Oppo A53,2022,60577,20979
Motorola,Moto G71,2021,124077,25908
Oppo,Oppo Reno 6,2020,37998,7170
Samsung,Galaxy S22,2022,62167,19378
Vivo,Vivo V20,2022,78573,26655
OnePlus,OnePlus 8,2018,106573,7531
Realme,Realme 8,2020,20085,-9
Motorola,Moto Edge 20,2021,126081,27490
Apple,iPhone 14,2022,11971,4831
OnePlus,OnePlus 8,2018,119604,6446
OnePlus,OnePlus Nord,2019,120395,8963
OnePlus,OnePlus 9,2020,13982,2923
Motorola,Moto G60,2024,128902,89314
Xiaomi,Mi 10,2020,25992,3409
Oppo,Oppo A53,2021,81505,13892
OnePlus,OnePlus Nord,2021,69982,11956
Nokia,Nokia 5.4,2024,108752,73352
Oppo,Oppo F19,2024,107177,69833
Motorola,Moto Edge 20,2024,99182,63665
Vivo,Vivo Y20,2022,95539,28153
Realme,Realme 9,2018,57854,4069
Oppo,Oppo Reno 6,2022,61544,21210
Samsung,Galaxy S20,2023,98525,41745
Nokia,Nokia 5.4,2018,90744,7694
Apple,iPhone 11,2019,104037,7818
Vivo,Vivo X60,2023,101334,46119
Samsung,Galaxy A52,2021,91122,17410
Samsung,Galaxy S21,2024,27474,20639
Realme,Realme GT,2024,107932,74800
Apple,iPhone 12,2020,10080,-807
OnePlus,OnePlus Nord,2022,43895,12561
Motorola,Moto Edge 20,2021,108774,23547
Nokia,Nokia 7.2,2024,119709,79380
Apple,iPhone 12,2018,99039,7844
Motorola,Moto E40,2021,13771,5294
Vivo,Vivo V20,2019,24265,2116
Nokia,Nokia 7.2,2018,28291,4678
Apple,iPhone 14,2018,66417,3295
Motorola,Moto Edge 20,2024,20354,13816
Nokia,Nokia G20,2019,69384,4868
Nokia,Nokia 6.2,2020,19329,5304
Apple,iPhone 11,2024,105787,70679
Xiaomi,Mi 10,2024,50410,35254
OnePlus,OnePlus 10R,2023,45106,21926
Motorola,Moto E40,2019,118216,11915
Vivo,Vivo Y20,2019,90092,5706
Vivo,Vivo X60,2019,111159,11702
OnePlus,OnePlus 10R,2018,60678,1962
Samsung,Galaxy S22,2024,10289,6262
Realme,Realme Narzo 50,2019,21593,3367
Motorola,Moto G71,2023,122586,56093
Oppo,Oppo F19,2024,102317,66334
OnePlus,OnePlus Nord,2023,40597,17596
Nokia,Nokia 7.2,2022,20699,8262
Xiaomi,Redmi Note 10,2020,11807,3237
Apple,iPhone 11,2024,106151,71364
Nokia,Nokia G20,2018,61641,2059
Apple,iPhone 13,2018,101222,4027
OnePlus,OnePlus 9,2018,109428,8319
Realme,Realme 9,2021,23071,1764
Nokia,Nokia 7.2,2020,112827,17875
Apple,iPhone 13,2018,87420,7616
Samsung,Galaxy S20,2021,64980,13195
Apple,iPhone 12,2020,69241,8251
Apple,iPhone 12,2021,19808,1365
Realme,Realme 9,2020,61310,7565
OnePlus,OnePlus 9,2021,18344,6176
Xiaomi,Redmi Note 11,2021,57283,11311
Nokia,Nokia 6.2,2020,37993,3371
Realme,Realme 9,2023,43442,18498
Realme,Realme Narzo 50,2022,55031,13951
Motorola,Moto G60,2019,112733,11767
Samsung,Galaxy S21,2020,106838,14078
Xiaomi,Redmi Note 11,2021,13879,3018
Oppo,Oppo A53,2021,32834,7362
Apple,iPhone 13,2018,107391,6232
Xiaomi,Redmi Note 10,2018,40349,1256
Motorola,Moto E40,2022,7063,1269
Realme,Realme 9,2021,116946,25431
Motorola,Moto G60,2018,83336,3385
Xiaomi,Mi 11X,2021,73724,12724
Vivo,Vivo X60,2022,49894,14700
Apple,iPhone 14,2023,54029,24888
Samsung,Galaxy S21,2019,111950,9015
Oppo,Oppo Reno 6,2024,118581,77130
Motorola,Moto Edge 20,2019,71138,5005
Motorola,Moto G60,2024,21208,13681
Realme,Realme Narzo 50,2021,17893,1222
Oppo,Oppo F21,2021,64190,14717
Nokia,Nokia G20,2023,63287,27208
Realme,Realme GT,2020,88036,12939
Vivo,Vivo Y20,2019,61460,4504
OnePlus,OnePlus Nord,2019,7969,-2088
Motorola,Moto E40,2018,53907,5220
OnePlus,OnePlus Nord,2021,47664,10398
Realme,Realme 8,2020,70907,10785
Vivo,Vivo X60,2019,99933,9643
Motorola,Moto E40,2022,76051,25641
Oppo,Oppo A53,2021,15803,3462
Vivo,Vivo Y20,2021,47884,10168
Motorola,Moto G60,2019,115939,8320
Oppo,Oppo F21,2021,40265,10924
Oppo,Oppo F19,2024,69311,44063
Xiaomi,Redmi Note 10,2022,90994,27749
Oppo,Oppo F21,2023,59615,29108
Oppo,Oppo F19,2023,18079,7825
Realme,Realme 9,2018,31041,-963
Apple,iPhone 11,2024,116391,80695
Samsung,Galaxy S22,2023,16571,8160
Oppo,Oppo Reno 6,2018,16505,1710
Vivo,Vivo Y20,2023,74859,32003
Samsung,Galaxy S20,2019,105221,10813
Samsung,Galaxy A52,2019,15357,218
Motorola,Moto G60,2018,115386,4467
Apple,iPhone 12,2022,46262,15846
Realme,Realme 9,2024,87668,59034
Nokia,Nokia 6.2,2023,48719,21200
Nokia,Nokia 7.2,2020,45483,8592
Apple,iPhone 14,2021,95864,17853
Motorola,Moto Edge 20,2019,35323,3573
OnePlus,OnePlus 9,2022,7246,947
OnePlus,OnePlus Nord,2018,113375,5720
Xiaomi,Redmi Note 11,2019,127761,13954
OnePlus,OnePlus 8,2021,104504,23661
Xiaomi,Mi 10,2020,97304,15201
Motorola,Moto Edge 20,2018,95996,8217
OnePlus,OnePlus 10R,2018,109539,8791
Realme,Realme Narzo 50,2024,14074,7894
Vivo,Vivo Y20,2024,71064,47755
Nokia,Nokia 6.2,2024,63137,40727
Samsung,Galaxy S20,2021,42856,8954
OnePlus,OnePlus 8,2023,122374,56575
Motorola,Moto G60,2020,95578,13163
Motorola,Moto E40,2024,49671,30464
Nokia,Nokia G20,2022,116429,36207
Realme,Realme 8,2019,125756,10710
Samsung,Galaxy A52,2022,23267,8265
Samsung,Galaxy S20,2021,128062,23775
Realme,Realme GT,2022,37294,11432
Motorola,Moto Edge 20,2022,29444,6993
Apple,iPhone 11,2022,113730,35645
Xiaomi,Redmi Note 10,2021,88386,20420
Nokia,Nokia 6.2,2018,96555,5969
Samsung,Galaxy S22,2021,19521,6688
OnePlus,OnePlus 9,2018,117560,7424
Vivo,Vivo V21,2024,59567,40427
Motorola,Moto E40,2018,35838,3541
Samsung,Galaxy S20,2022,34033,8099
Xiaomi,Redmi Note 11,2020,22892,330
Xiaomi,Mi 10,2024,20572,12805
Apple,iPhone 12,2019,52830,2708
Samsung,Galaxy A52,2022,127930,36503
Realme,Realme 9,2024,56506,39429
Motorola,Moto Edge 20,2021,29551,6656
Samsung,Galaxy S21,2020,118929,16275
Vivo,Vivo Y20,2022,83826,27604
Motorola,Moto G71,2021,112363,22808
Realme,Realme GT,2024,65197,44750
Apple,iPhone 11,2019,83988,8481
Oppo,Oppo Reno 6,2022,52569,15781
Motorola,Moto G71,2023,8724,2890
Oppo,Oppo Reno 6,2022,36738,11857
Samsung,Galaxy S22,2022,31989,10743
Nokia,Nokia 7.2,2023,38534,15859
Xiaomi,Redmi Note 10,2018,66287,1802
Realme,Realme 8,2024,56862,36812
Vivo,Vivo X60,2021,64023,10733
Nokia,Nokia 6.2,2024,120876,78372
OnePlus,OnePlus 8,2019,120625,9884
Vivo,Vivo V21,2018,103914,8138
Nokia,Nokia 5.4,2020,63136,7032
Realme,Realme 8,2023,48612,23061
Nokia,Nokia 5.4,2020,96884,10412
Apple,iPhone 13,2024,90594,58812
Oppo,Oppo A53,2021,105562,19383
Samsung,Galaxy S20,2018,18154,-287
Xiaomi,Redmi Note 10,2018,79091,3780
Motorola,Moto Edge 20,2018,95539,3564
Apple,iPhone 11,2024,127025,87907
Samsung,Galaxy S20,2023,92338,40540
Vivo,Vivo V20,2020,125940,18671
Apple,iPhone 11,2019,70422,9267
Nokia,Nokia 7.2,2024,101521,70522
Nokia,Nokia 5.4,2023,76638,31981
Samsung,Galaxy A52,2024,44853,28729
Xiaomi,Redmi Note 11,2018,87366,2860
Xiaomi,Redmi Note 11,2019,92890,7074
Samsung,Galaxy S22,2024,56421,38322
OnePlus,OnePlus 8,2023,17819,8720
OnePlus,OnePlus 9,2019,52823,4264
Samsung,Galaxy A52,2018,122832,5278
Motorola,Moto G71,2019,20869,4682
Oppo,Oppo F21,2019,27623,799
Nokia,Nokia 5.4,2018,33900,1464
OnePlus,OnePlus 9,2023,84631,39383
Apple,iPhone 14,2024,54543,34917
Nokia,Nokia 7.2,2021,100347,19714
Apple,iPhone 12,2018,89245,3598
Motorola,Moto E40,2023,50097,20051
Oppo,Oppo F19,2023,33168,14178
Xiaomi,Mi 11X,2018,69207,4016
OnePlus,OnePlus 10R,2018,50493,3935
Realme,Realme GT,2024,32886,23341
Nokia,Nokia 7.2,2021,42844,10283
OnePlus,OnePlus 9,2019,106064,12197
Samsung,Galaxy S22,2019,11079,3577
Samsung,Galaxy S22,2022,62604,21630
Vivo,Vivo X60,2018,38030,4547
Apple,iPhone 11,2023,88610,38927
Oppo,Oppo A53,2020,54855,7442
Samsung,Galaxy S20,2019,112691,10300
Motorola,Moto E40,2021,88238,17456
Motorola,Moto G71,2018,34081,3960
Vivo,Vivo Y20,2024,71732,46581
Xiaomi,Mi 10,2019,36238,1465
Apple,iPhone 14,2022,86591,25378
Xiaomi,Redmi Note 10,2022,110170,30603
Xiaomi,Redmi Note 11,2019,53609,5932
Vivo,Vivo V21,2024,65108,44477
OnePlus,OnePlus 9,2022,113717,32327
Apple,iPhone 11,2024,57706,41275
Xiaomi,Mi 10,2018,59095,1464
Samsung,Galaxy S20,2024,77385,50938
Xiaomi,Redmi Note 10,2024,20066,13741
Nokia,Nokia G20,2022,121315,38751
Motorola,Moto E40,2019,16515,382
Vivo,Vivo X60,2019,66421,6157
Motorola,Moto G71,2018,69595,5373
Xiaomi,Mi 11X,2019,69836,5130
Xiaomi,Redmi Note 11,2021,47494,9239
Samsung,Galaxy S22,2021,86407,16550
OnePlus,OnePlus Nord,2018,32519,3176
Apple,iPhone 13,2019,18352,4642
Nokia,Nokia 6.2,2019,116080,10797
Realme,Realme 8,2019,97125,10137
Oppo,Oppo F21,2018,77656,4491
Samsung,Galaxy A52,2021,125941,25871
Nokia,Nokia 7.2,2024,31506,23633
Realme,Realme GT,2018,48322,5698
Oppo,Oppo F21,2020,29068,3303
Oppo,Oppo Reno 6,2022,100047,32590
Motorola,Moto E40,2022,108306,32432
Oppo,Oppo F21,2021,50512,12255
Samsung,Galaxy A52,2023,24215,13755
Nokia,Nokia G20,2019,53691,5318
Apple,iPhone 13,2024,73110,48332
Samsung,Galaxy S22,2022,63816,19244
Motorola,Moto G71,2021,47231,7283
Realme,Realme 9,2022,108427,35249
Motorola,Moto G60,2018,61108,871
Motorola,Moto G71,2023,52898,26201
Samsung,Galaxy S22,2024,87847,57233
Vivo,Vivo X60,2023,42034,16528
Xiaomi,Redmi Note 11,2020,7472,3869
Apple,iPhone 13,2023,102068,47572
Apple,iPhone 14,2018,93854,4905
Vivo,Vivo V20,2021,14079,2870
Oppo,Oppo F19,2024,83466,55132
Vivo,Vivo V21,2020,63564,11519
Xiaomi,Redmi Note 11,2024,80685,53655
Realme,Realme 8,2020,86557,12132
Samsung,Galaxy S20,2020,81027,12408
Vivo,Vivo Y20,2023,47563,20079
